,Facility Name,Site Address,Facility Type,Last Inspection Date,url,category
7,Little Britain British Imports,7 York Street East  Ridgetown ON N0P 2C0,Food Store/Food Sales (Convenience/Variety),31-Mar-2023,location.href = '/Facility/Details/fd4800e2-0ea5-4234-af5f-9ded0e8f5e17' ,Food Premisis
8,Little Caesars Pizza,30 McNaughton Ave  Wallaceburg ON,Food Take Out,28-Mar-2024,location.href = '/Facility/Details/0b4b9b52-1746-419a-89a7-5921d5e57667' ,Food Premisis
9,Little Caesars Pizza,441 St. Clair St  Chatham ON N7L 3K6,Food Take Out,15-Nov-2023,location.href = '/Facility/Details/54e6c0e3-92ed-474a-8b14-3b28a273c48c' ,Food Premisis
10,Little Caesars Pizza,3-20 Queen Street S  Tilbury ON N0P 2L0,Food Take Out,25-Mar-2024,location.href = '/Facility/Details/d1edfcfb-6b4a-4aaa-b6c8-3e5131289d38' ,Food Premisis
11,Loony Loonie,44 Talbot St W  Blenheim ON N0P 1A0,Food Store/Food Sales (Convenience/Variety),15-Aug-2023,location.href = '/Facility/Details/4d6ea6af-7531-47fb-aebb-04662644a9e7' ,Food Premisis
12,Loop Fisheries Limited,21120 Erie Street S  Wheatley ON N0P 2P0,Food Store/Food Sales (Convenience/Variety),18-Dec-2023,location.href = '/Facility/Details/c386b912-45ba-40fe-965c-5421a6208489' ,Food Premisis
13,Lou's Lemonade,941 Wilson St  Dresden ON N0P 1M0,Food Take Out,12-Apr-2024,location.href = '/Facility/Details/707263b1-6134-41fd-b7cf-1a4c15481571' ,Food Premisis
14,Lucky 7 Variety,383 McNaughton Avenue W  Chatham ON N7L 4K4,Food Store/Food Sales (Convenience/Variety),13-Mar-2024,location.href = '/Facility/Details/5ad6b0b7-f1c2-41f5-a689-e049000108a9' ,Food Premisis
15,Lucky Kitchen Restaurant,81 London Rd  Thamesville ON N0P 2K0,Restaurant,16-Nov-2023,location.href = '/Facility/Details/8109064c-0cb4-479b-988c-3f64ec705395' ,Food Premisis
16,Lucky Wok,4 Talbot Road EA  Wheatley ON N0P 2P0,Restaurant,22-Jan-2024,location.href = '/Facility/Details/cb05ee4b-ef8e-48be-8ccd-c408b91621cf' ,Food Premisis
17,"Lunch Box, The",18254 Kent Bridge Rd.  Morpeth ON N0P 1X0,Mobile Food Premises,,location.href = '/Facility/Details/ac6d44cb-7b1b-4974-a852-3a3d078414ba' ,Food Premisis
18,Lunch Box/Chris' Sausage,575 Grand Avenue W  Chatham ON,Mobile Food Premises,19-Jul-2023,location.href = '/Facility/Details/769f4b83-35cf-418d-bed9-ede532ea02e2' ,Food Premisis
19,M & M Food Market,10-455 Grand Ave  Chatham ON N7L 1X4,Food Store/Food Sales (Convenience/Variety),08-Apr-2024,location.href = '/Facility/Details/933bfc63-56fb-4ae4-8e76-4073549f8cf3' ,Food Premisis
20,Macro Foods,635 Grand Ave W  Chatham ON N7L 1C5,Food Take Out,01-Mar-2023,location.href = '/Facility/Details/67bdb5cd-c9f7-42f2-9227-16be7d982efa' ,Food Premisis
21,Madi's Milk,208 Margaret Avenue  Wallaceburg ON N8A 2A1,Food Store/Food Sales (Convenience/Variety),24-Aug-2023,location.href = '/Facility/Details/fdaa6382-f393-4122-a6d5-2a6b63bd2b21' ,Food Premisis
22,Mamma Maria's Ristorante,231 King St W  Chatham ON N7M 1E6,Restaurant,21-Feb-2024,location.href = '/Facility/Details/d61c7655-01ae-4384-a6d5-7da250862e37' ,Food Premisis
23,Manna Video Convenience,295 Grand Ave  Chatham ON N7L 1W8,Food Store/Food Sales (Convenience/Variety),19-Apr-2023,location.href = '/Facility/Details/46b8a270-b789-4e36-b1a1-28f8ae1c9c32' ,Food Premisis
24,Maple City Bakery,361 Grand Ave W  Chatham ON N7L 1C4,Bakery,09-Jan-2024,location.href = '/Facility/Details/ecfe103d-facf-4361-a549-f340baeb182c' ,Food Premisis
0,Maple City Country Club,10845 River Line  Chatham ON N7M 5J4,Restaurant,12-Oct-2023,location.href = '/Facility/Details/c95c0718-7ab8-4c0c-972b-d0f09a8dc1b6' ,Food Premisis
1,Maple City Retirement Residence - Food,97 McFarlane Ave  Chatham ON N7L 4V6,LTC Retirement Home - Food,15-Apr-2024,location.href = '/Facility/Details/f05c58f1-377d-431b-b2bc-907e1dea6f2f' ,Food Premisis
2,Marble Slab Creamery,A-410 St. Clair St.  Chatham ON N7L 3K5,Food Take Out,29-Feb-2024,location.href = '/Facility/Details/85520619-bad7-4115-971a-479a482d01b3' ,Food Premisis
3,Mariners Cone & Shake,825 Mariners Road  Erieau ON N0P 1N0,Food Take Out,21-Jul-2023,location.href = '/Facility/Details/715997ff-9b16-45f0-af55-41ffd3f89484' ,Food Premisis
4,Mario's Pizza Plus,564 North Street  Dresden ON N0P 1M0,Food Take Out,15-Nov-2023,location.href = '/Facility/Details/ba0710dd-bf92-47b8-8e17-d4a27707501a' ,Food Premisis
5,Mark & Sarah's No Frills,2 Warwick Drive  Wallaceburg ON N8A 3N4,Supermarket,24-Aug-2023,location.href = '/Facility/Details/86e52d3e-5952-4629-baec-8ef740d12a36' ,Food Premisis
6,McDonald's,710 Richmond St  Chatham ON N7M 1P5,Restaurant,14-Dec-2023,location.href = '/Facility/Details/0a0a94b6-0268-482e-9340-905220f6df7f' ,Food Premisis
7,McDonald's,67 Mill Street West  Tilbury ON N0P 2L0,Restaurant,27-Nov-2023,location.href = '/Facility/Details/b058e528-c28a-4614-8c84-8e80fda1a4cd' ,Food Premisis
8,McDonald's,881 St Clair St  Chatham ON N7M 5J7,Restaurant,05-Mar-2024,location.href = '/Facility/Details/1a9cbe63-7357-46d4-808e-5866ee6d2426' ,Food Premisis
9,McDonald's,50 McNaughton Avenue  Wallaceburg ON N8A 1R9,Restaurant,28-Feb-2024,location.href = '/Facility/Details/3e3d27f2-bbff-453f-9a09-2618a1fd0afc' ,Food Premisis
10,McDonald's,411 St. Clair Street  Chatham ON N7L 3K4,Restaurant,22-Nov-2023,location.href = '/Facility/Details/7185b480-b07d-408e-8a65-d41358cf23b2' ,Food Premisis
11,McDonald's,22216 Bloomfield Rd  Chatham ON N7M 5J6,Restaurant,04-Dec-2023,location.href = '/Facility/Details/93654f4c-4a3b-4154-bd4c-e874515e6ea9' ,Food Premisis
12,McDonalds Restaurant,352 Chatham Street North  Blenheim ON N0P 1A0,Restaurant,10-Jan-2024,location.href = '/Facility/Details/f520d6a9-59d3-4883-b69e-89243d9c94bd' ,Food Premisis
13,McIntyre I.D.A. - store,49 Talbot Street W  Blenheim ON N0P 1A0,Food Store/Food Sales (Convenience/Variety),05-May-2017,location.href = '/Facility/Details/9fce1725-717c-45c8-aa3b-0beabe0cae1c' ,Food Premisis
14,McKinlay Funeral Homes Ltd. - Reception Facility,3-463 St. Clair St  Chatham ON N7L 3K6,Banquet Facility/Public Hall,22-Nov-2023,location.href = '/Facility/Details/d790ec4c-fa22-45ee-af48-e530904697bc' ,Food Premisis
15,McNaughton Avenue Public School,480 McNaughton Ave E  Chatham ON N7L 2G9,School Nourishment Program,29-May-2019,location.href = '/Facility/Details/25b99cc5-df38-476f-991a-c98f17e164dd' ,Food Premisis
16,McNaughton Pharmacy,2-180 McNaughton Ave W  Chatham ON N7L 4Z7,Food Store/Food Sales (Convenience/Variety),27-Nov-2023,location.href = '/Facility/Details/e3158c30-c31b-45ae-8287-4ee949e1beae' ,Food Premisis
17,Meadow Park Nursing Home,110 Sandys Street  Chatham ON N7L 4X3,LTC Nursing Home - Food,08-Apr-2024,location.href = '/Facility/Details/f58ab28a-08d4-447b-89ba-d5209d148582' ,Food Premisis
18,Meals on Wheels (Dresden) Inc.,182 Trerice Street W  Dresden ON N0P 1M0,Hunger Relief Agency/Soup Kitchen/Meal Centre/Food Kitchen,18-Apr-2024,location.href = '/Facility/Details/9cf8c611-285d-47ec-be96-0c1f319e8ad0' ,Food Premisis
19,Memorial Arena Canteen,80 Tweedsmuir Ave W  Chatham ON N7M 2A4,Food Take Out,31-Jan-2024,location.href = '/Facility/Details/e6bfdc22-257e-44c3-b68a-ec0d0e85bb17' ,Food Premisis
20,Mercato Fresh,725 Grand Ave. W  Chatham ON N7L 1C5,Supermarket,18-Jan-2024,location.href = '/Facility/Details/2684dc94-d5f0-40d2-b932-24fb13f349d4' ,Food Premisis
21,Merlin Area Public School,21184 Erie Street N  Merlin ON N0P 1W0,School Nourishment Program,10-May-2019,location.href = '/Facility/Details/c2cac018-43da-4896-b55f-f5738555a34f' ,Food Premisis
22,Merlin Community Hall,150 Aberdeen St  Merlin ON N0P 1W0,Banquet Facility/Public Hall,10-May-2022,location.href = '/Facility/Details/402d04c2-8653-4333-a5d6-f103a0e24f69' ,Food Premisis
23,Merlin Friendship Club,11 Erie Street S  Merlin ON N0P 1W0,Banquet Facility/Public Hall,19-Dec-2023,location.href = '/Facility/Details/b8174ec9-14db-4fed-81c1-400c72a9f1ba' ,Food Premisis
24,Merlin General Store,20 Erie Street SO  Merlin ON N0P 1W0,Food Store/Food Sales (Convenience/Variety),13-Mar-2023,location.href = '/Facility/Details/2b6dfcea-b073-464f-881a-c0e2f72fff84' ,Food Premisis
0,Mexican Mini Super Mart,155 Queen St North  Dresden ON N0P 1M0,Food Take Out,15-Nov-2023,location.href = '/Facility/Details/61582a41-4ad8-4020-8e2f-6ecca8ba74d7' ,Food Premisis
1,Mighty Jim's Variety,235 Grand Avenue  Chatham ON N7L 1W3,Food Take Out,14-Feb-2024,location.href = '/Facility/Details/52d7ef83-f810-43c0-bea5-cfd58fe4a090' ,Food Premisis
2,Mike's Car Wash Variety,11 Mill Street E  Tilbury ON N0P 2L0,Food Store/Food Sales (Convenience/Variety),30-Nov-2023,location.href = '/Facility/Details/f678116c-45a4-42bc-801f-a9fcdd8010ae' ,Food Premisis
3,Mike's Place,564 Queen Street  Chatham ON N7M 2J6,Restaurant,17-Apr-2024,location.href = '/Facility/Details/e27f61e4-6cd5-46fe-8c5e-837d1efd66e3' ,Food Premisis
4,Mindful Market and Eco Hub,104 Talbot Street West  Blenheim ON N0P 1A0,Supermarket,09-Apr-2024,location.href = '/Facility/Details/0eff43f1-63d0-4a59-9a87-274a09972631' ,Food Premisis
5,Mitchell's Bay Variety,6 Main Street  Dover Centre ON N0P 1L0,Food Take Out,09-Jan-2024,location.href = '/Facility/Details/b7f51ec1-b377-4c87-9642-1e7aa4cf8c27' ,Food Premisis
6,Mobil@Real Canadian Superstore,791 St. Clair St  Chatham ON N7M 5J7,Prepackaged/Non-Hazardous Food Sales,02-Jan-2024,location.href = '/Facility/Details/e2c6bbac-2e14-4c3b-9fb7-8bbec882a41f' ,Food Premisis
7,Molly And O.J.'s Restaurant & Tavern,875 Mariners Road  Erieau ON N0P 1N0,Restaurant,08-Feb-2024,location.href = '/Facility/Details/b8c9d201-eac1-4c05-a818-b0f542e792a8' ,Food Premisis
8,Monsignor Uyen Catholic School,255 Lark St  Chatham ON N7L 1G9,School Nourishment Program,24-May-2019,location.href = '/Facility/Details/0321451d-7c86-4e19-973b-4e40f18c653e' ,Food Premisis
9,Montessori The Place to Grow - Food,93 William St N  Chatham ON N7M 4L4,Child Care - Food,06-Nov-2023,location.href = '/Facility/Details/dd7caba0-3d3d-4657-be50-054ebecef847' ,Food Premisis
10,Moose Lodge #1156,110 Duke St  Wallaceburg ON N8A 1E3,Cocktail Bar/Beverage Room,12-Jun-2019,location.href = '/Facility/Details/4832ee86-52a2-4dfa-9d05-c2b3155c7f13' ,Food Premisis
11,Moose Lodge #1692,850 Richmond Street  Chatham ON N7M 5J5,Restaurant,17-Nov-2023,location.href = '/Facility/Details/f3f5457f-9f57-4a94-b36a-9149b268f475' ,Food Premisis
12,Morning Calm Convenience,6-254 Talbot Street W  Blenheim ON N0P 1A0,Food Store/Food Sales (Convenience/Variety),26-Mar-2024,location.href = '/Facility/Details/3480791d-43fb-4daa-b977-d7426ac34bd8' ,Food Premisis
13,Morpeth Community Centre,12579 Talbot Trail  Morpeth ON N0P 1X0,Banquet Facility/Public Hall,06-Jun-2023,location.href = '/Facility/Details/fa4bbba7-9663-4801-8ef8-098375428c34' ,Food Premisis
14,Mr. Sub,640 Richmond Street  Chatham ON N7M 1R4,Restaurant,14-Dec-2023,location.href = '/Facility/Details/ab549cdb-123a-4c61-ab76-49f10692cb6b' ,Food Premisis
15,Mr. Sub,21055 Charing Cross Rd  Charing Cross ON N0P 1G0,Food Take Out,01-Feb-2024,location.href = '/Facility/Details/8c74a249-629f-4e92-aede-b0f9b2420e98' ,Food Premisis
16,Mr. Sub,324 Grand Ave East  Chatham ON N7L 1W6,Food Take Out,13-Feb-2024,location.href = '/Facility/Details/7d4d24be-29cc-433f-9b18-b316d9f681ef' ,Food Premisis
17,Mr. Video & Convenience,37 Queen St S  Tilbury ON N0P 2L0,Food Store/Food Sales (Convenience/Variety),12-Mar-2024,location.href = '/Facility/Details/8c21ae9e-82b3-4b0b-a47a-0fba62b3c8ad' ,Food Premisis
18,Mrs D's,10910 Northwood Line  Kent Bridge ON N0P 1V0,Food Take Out,22-Aug-2023,location.href = '/Facility/Details/020bd67a-95a0-42dd-892a-43944a87ec08' ,Food Premisis
19,Mrs. Bell’s Tea Room,11 Third St  Chatham N7M 2M4,Restaurant,15-Jun-2023,location.href = '/Facility/Details/9810c0f3-0fe6-4217-a014-ee5dfe7864a1' ,Food Premisis
20,My House/Austino's Pizzeria,422 St. George Street S  Dresden ON N0P 1M0,Restaurant,07-Dec-2023,location.href = '/Facility/Details/3d967b8e-7808-4790-a13f-4980eb32d6d3' ,Food Premisis
21,My Mother's Kitchen,628 Main Street N  Bothwell ON N0P 1C0,Restaurant,15-Jun-2023,location.href = '/Facility/Details/802e7239-7024-4533-b3c3-07d284854498' ,Food Premisis
22,My Stop,5-183 Chatham Street S  Blenheim ON N0P 1A0,Food Take Out,12-Feb-2024,location.href = '/Facility/Details/0b245976-aef8-43c8-ba33-b74135a3c9b3' ,Food Premisis
23,Naahii Ridge Public School,20473 Victoria Rd  Ridgetown ON N0P 2C0,School Nourishment Program,15-May-2019,location.href = '/Facility/Details/955bbcc6-6bde-43ce-b07d-6fc5509ccc52' ,Food Premisis
24,Namaste Restaurant & Bar,"7,8-170 McNaughton Ave West  Chatham ON N7L 1R2",Restaurant,16-Apr-2024,location.href = '/Facility/Details/e9bd9716-b71b-4a56-857b-9e6c50e9b0ab' ,Food Premisis
0,Naples Pizza,58 Queen Street NO  Tilbury ON N0P 2L0,Food Take Out,26-Mar-2024,location.href = '/Facility/Details/0721833c-05f7-4320-9f4f-81a96fe8de26' ,Food Premisis
1,Nature's Health Shoppe,1543 Dufferin Avenue Wallaceburg ON N8A 2X1 Canada,Supermarket,27-Nov-2023,location.href = '/Facility/Details/1c029a58-7e3a-4415-9eca-d1905e2376eb' ,Food Premisis
2,Nepali Asian Food Mart,3-171 Keil Dr S  Chatham ON,Supermarket,01-Aug-2023,location.href = '/Facility/Details/814e7e8e-dc82-4399-b3c3-014776d6f1fa' ,Food Premisis
3,New Beginning Ministries,183 Wellington Street W  Chatham ON N7M 1J7,Hunger Relief Agency/Soup Kitchen/Meal Centre/Food Kitchen,14-Nov-2023,location.href = '/Facility/Details/043ce9b7-185c-4000-9625-1aaf1a6e4a7c' ,Food Premisis
4,New Beginnings Clubhouse,9 Maple Leaf Dr  Chatham ON N7M 6H2,Cafeteria,22-Nov-2023,location.href = '/Facility/Details/83c18a3f-3933-49c4-a99c-6c2347e921d6' ,Food Premisis
5,No Frills - Store #7392,59 Mill Street E  PO Box 880 Tilbury ON N0P 2L0,Supermarket,19-Oct-2023,location.href = '/Facility/Details/d8c9a73a-66c0-4edc-ab1a-e6d702a01dfe' ,Food Premisis
6,North Buxton Community Church Hall,22009 A.D. Shadd Road North Buxton ON N0P 1Y0,Banquet Facility/Public Hall,15-Aug-2023,location.href = '/Facility/Details/d673d944-d3b8-4d35-bd71-8420719d5596' ,Food Premisis
7,North Dresden Baptist Church,182 Trerice W.  Dresden ON N0P 1M0,Hunger Relief Agency/Soup Kitchen/Meal Centre/Food Kitchen,18-Apr-2024,location.href = '/Facility/Details/8b1e81e5-030c-495f-8a70-577eaadaa990' ,Food Premisis
8,Oaks Retirement Village - Food,80 McNaughton Avenue  Wallaceburg ON N8A 1R9,LTC Retirement Home - Food,09-Apr-2024,location.href = '/Facility/Details/8352207f-0cce-49f8-89d3-d8b0ec7ab8f7' ,Food Premisis
9,Ode’imini Gizzis Cafe,5-208 Margaret Avenue  Wallaceburg Ontario N8A 2A1,Cafeteria,03-Oct-2023,location.href = '/Facility/Details/969694a0-5d95-47f0-9fea-3b670aef7095' ,Food Premisis
10,OG PIZZA,2-170 McNaughton Ave W.  Chatham ON N7L 2G5,Food Take Out,16-Apr-2024,location.href = '/Facility/Details/ef5fd51b-1c30-4449-b91f-b8e25e14ac70' ,Food Premisis
11,OG Pizza,14 Talbot Street W  Wheatley ON N0P 2P0,Food Take Out,12-Dec-2023,location.href = '/Facility/Details/47a43307-608e-431e-b179-f5ca63e94221' ,Food Premisis
12,Ohana Ice,330 Richmond St  Chatham ON N7M 1P7,Mobile Food Premises,09-Aug-2023,location.href = '/Facility/Details/a6433fae-486c-4b58-a0f7-0b408987a0b8' ,Food Premisis
13,OnRoute Market,Highway 401 Eastbound  Tilbury ON N0P 2L0,Food Store/Food Sales (Convenience/Variety),20-Nov-2023,location.href = '/Facility/Details/11f33712-4d62-4aad-b350-04d9b6726ab6' ,Food Premisis
14,OnRoute Market,Highway 401 Westbound  Tilbury ON N0P 2L0,Food Store/Food Sales (Convenience/Variety),21-Nov-2023,location.href = '/Facility/Details/2dc606f1-4cc1-4331-ba72-d8a4f31a9898' ,Food Premisis
15,Optee Fry,no site address,Mobile Food Premises,10-Aug-2019,location.href = '/Facility/Details/f5d2ee50-1384-4189-a9d2-8be1f3b0fb93' ,Food Premisis
16,Original 2 Pizzas,1-425 St. Clair St  Chatham ON N7L 3K4,Food Take Out,16-Nov-2023,location.href = '/Facility/Details/2d611cfa-cea7-4569-bb19-92dfc7fd8e87' ,Food Premisis
17,Oriole Winery Ltd,A-421 St. Clair Street  Chatham ON N7L 3K4,Brew Your Own Beer/Wine,29-Nov-2023,location.href = '/Facility/Details/1fa5bb99-ffdf-4f14-8802-1de9281a119b' ,Food Premisis
18,Osmows Shawarma,D3 515 Grand Avenue West  N7L 1C5,Restaurant,09-Jan-2024,location.href = '/Facility/Details/0e2c1443-ce5d-4a39-9173-dff3fc17ee5c' ,Food Premisis
19,Our Lady of Fatima Catholic School,545 Baldoon Road  Chatham ON N7L 5A9,School Nourishment Program,16-Apr-2019,location.href = '/Facility/Details/dba39aa6-94b9-4594-af47-0fa8362af726' ,Food Premisis
20,Oven 360,346 St. Clair St.  Chatham ON N7L 3K2,Restaurant,25-Mar-2024,location.href = '/Facility/Details/dc2707e2-b5d7-481a-969c-882428f774c9' ,Food Premisis
21,Pain Court Market,24129 Winterline Road  Pain Court ON N0P 1Z0,Food Take Out,26-Jan-2024,location.href = '/Facility/Details/fb343891-33f3-46e5-ae15-c8affbce1d26' ,Food Premisis
22,Papa Rino's Casa DiPizza,306 Park Ave East  Chatham ON N7M 3V9,Food Take Out,20-Sep-2023,location.href = '/Facility/Details/209b8d42-3025-4f3f-b33b-78a6f09de205' ,Food Premisis
23,Par 72 Golf Lounge Inc,400 Arnold Street  Wallaceburg Ontario N8A 3P5,Restaurant,27-Nov-2023,location.href = '/Facility/Details/f3168383-c9c8-4566-b2e6-319a280501d8' ,Food Premisis
24,Pardo Villa Acres - Market,7707 Talbot Trail  Blenheim ON N0P 1A0,Bakery,03-Jun-2022,location.href = '/Facility/Details/ac1e96d6-0f3b-4ae6-bf22-0eac210965e4' ,Food Premisis
0,Park Day Program,1099 Park Avenue W  Chatham ON N7M 5L3,Restaurant,10-Jan-2022,location.href = '/Facility/Details/d46a3e50-9bbd-4293-b128-dc5440d9f358' ,Food Premisis
1,Park Street Place Retirement Residence - Food,650 Park Street  Dresden ON N0P 1M0,LTC Retirement Home - Food,20-Dec-2023,location.href = '/Facility/Details/d3749dcc-103d-4491-8eec-0dfd1a980ec5' ,Food Premisis
2,Parks (Blueberries) - Restaurant,14815 Longwoods Rd  Bothwell ON N0P 1C0,Restaurant,05-Jul-2023,location.href = '/Facility/Details/e6e9ec83-1749-4d2e-9359-d1cbf27b6be2' ,Food Premisis
3,Parkside Cabins,7 Main Street  Dover Centre ON N0P 1L0,Restaurant,29-Sep-2023,location.href = '/Facility/Details/6be498c6-a236-444c-8ebd-b93f122fc751' ,Food Premisis
4,Pastamano Artisan Pasta,87 Braemar Blvd  Chatham ON N7M 6K2,Food Take Out,14-Mar-2024,location.href = '/Facility/Details/549de03b-1dc9-4083-9d4e-e6a80c51e585' ,Food Premisis
5,Peavey Mart,787 St Clair St  Chatham-Kent ON N7M 5J7,Prepackaged/Non-Hazardous Food Sales,04-Jan-2024,location.href = '/Facility/Details/54da5b88-bdbb-494c-96b8-ca3df262b981' ,Food Premisis
6,Petro Canada - Convenience Store,104 Chatham Street South  Blenheim ON N0P 1A0,Food Store/Food Sales (Convenience/Variety),11-Mar-2024,location.href = '/Facility/Details/0ca186ed-a2cd-4627-a718-ed26847b2f52' ,Food Premisis
7,Petro Canada - Neighbours,93 Park East  Ave Chatham ON N7M 3V5,Food Store/Food Sales (Convenience/Variety),16-Aug-2023,location.href = '/Facility/Details/1d23b6c4-520a-42b0-b413-4e7fd168df2c' ,Food Premisis
8,Pie-Zano's,10 Grand Ave W  Chatham ON N7L 1B4,Food Take Out,16-Apr-2024,location.href = '/Facility/Details/f7e5d6a0-2cc4-4410-81c8-40b2d4ee399e' ,Food Premisis
9,Piggy Mart,295 McNaughton Avenue E  Chatham ON N7L 2G7,Food Store/Food Sales (Convenience/Variety),13-Feb-2024,location.href = '/Facility/Details/2911734d-98c7-4f2c-8cdf-c873efb0f56d' ,Food Premisis
10,Pinnell's Coffee Shop,40 Main Street E  Ridgetown ON N0P 2C0,Restaurant,12-Mar-2024,location.href = '/Facility/Details/a5124f8e-31c5-4dd8-8939-70dfa37e56d5' ,Food Premisis
11,Pioneer - On The Run,679 St. Clair St.  Chatham ON N7L 2M7,Food Store/Food Sales (Convenience/Variety),08-Feb-2024,location.href = '/Facility/Details/46daab73-2b18-48b6-b0e7-54deebf3766f' ,Food Premisis
12,Pioneer - On The Run,63 McNaughton Avenue  Wallaceburg Ontario N8A 1R9,Prepackaged/Non-Hazardous Food Sales,29-Aug-2023,location.href = '/Facility/Details/c9c349c7-b764-4e57-b048-11a066ab9061' ,Food Premisis
13,Pioneer - Snack Express,286 Chatham Street North  Blenheim ON N0P 1A0,Prepackaged/Non-Hazardous Food Sales,17-Aug-2023,location.href = '/Facility/Details/f91943b6-935c-42fa-8d58-f00bbeb41e2d' ,Food Premisis
14,Pioneer Snack Express,562 Richmond Street  Chatham ON N7M 1R3,Food Store/Food Sales (Convenience/Variety),25-Mar-2024,location.href = '/Facility/Details/e0ce0a9a-b106-420d-853e-f7d5db606e76' ,Food Premisis
15,Pita Pit,1-61 McNaughton Avenue  Wallaceburg ON N8A 1R7,Restaurant,01-Nov-2023,location.href = '/Facility/Details/037bae8e-20f7-47b6-b441-296a2e2e377b' ,Food Premisis
16,Pita Pit,"3-818 St  Clair Street, Chatham N7L 07L Ontario",Restaurant,12-Jan-2024,location.href = '/Facility/Details/c857efc2-f8af-440a-a99b-68232106de8c' ,Food Premisis
17,Pito Shkode,67 Adelaide St S  Chatham ON N7M 4R1,Hunger Relief Agency/Soup Kitchen/Meal Centre/Food Kitchen,13-Feb-2024,location.href = '/Facility/Details/a7acc1ed-0e95-4a3b-9fe1-2ab24b3aceb2' ,Food Premisis
